client_time,device_time,data_type,data_value
1666162011680,1344465,'TEMPERATURE',20.86
1666162011799,1344466,'HUMIDITY',57.35
1666162011799,1344474,'LIGHT',932.49
1666162011878,1344481,'CO2',1650.0
1666162017871,1350605,'TEMPERATURE',20.86
1666162017932,1350606,'HUMIDITY',57.35
1666162017969,1350615,'LIGHT',931.66
1666162017970,1350621,'CO2',1653.0
1666162023964,1356745,'TEMPERATURE',20.86
1666162023965,1356746,'HUMIDITY',57.35
1666162024120,1356755,'LIGHT',929.99
1666162024122,1356761,'CO2',1654.0
1666162030126,1362885,'TEMPERATURE',20.86
1666162030155,1362886,'HUMIDITY',57.35
1666162030157,1362895,'LIGHT',931.66
1666162030204,1362900,'CO2',1659.0
1666162036255,1369025,'TEMPERATURE',20.86
1666162036256,1369026,'HUMIDITY',57.35
1666162036258,1369035,'LIGHT',931.66
1666162036259,1369040,'CO2',1661.0
1666162042393,1375165,'TEMPERATURE',20.86
1666162042394,1375166,'HUMIDITY',57.35
1666162042552,1375175,'LIGHT',932.49
1666162042553,1375180,'CO2',1669.0
1666162048534,1381305,'TEMPERATURE',20.86
1666162048582,1381306,'HUMIDITY',57.35
1666162048632,1381315,'LIGHT',931.66
1666162048633,1381322,'CO2',1674.0
1666162054686,1387447,'TEMPERATURE',20.86
1666162054686,1387448,'HUMIDITY',57.35
1666162054687,1387457,'LIGHT',930.83
1666162054688,1387464,'CO2',1676.0
1666162060825,1393589,'TEMPERATURE',20.86
1666162060826,1393590,'HUMIDITY',57.35
1666162060868,1393599,'LIGHT',931.66
1666162060869,1393606,'CO2',1678.0
1666162066963,1399731,'TEMPERATURE',20.86
1666162067123,1399732,'HUMIDITY',57.35
1666162067124,1399741,'LIGHT',930.83
1666162067124,1399748,'CO2',1679.0
1666162073204,1405873,'TEMPERATURE',20.86
1666162073253,1405874,'HUMIDITY',57.35
1666162073254,1405883,'LIGHT',931.66
1666162073299,1405890,'CO2',1681.0
1666162079247,1412015,'TEMPERATURE',20.86
1666162079248,1412016,'HUMIDITY',57.35
1666162079344,1412025,'LIGHT',932.49
1666162079348,1412032,'CO2',1682.0
1666162085388,1418156,'TEMPERATURE',20.86
1666162085437,1418157,'HUMIDITY',57.35
1666162085438,1418166,'LIGHT',932.49
1666162085439,1418171,'CO2',1681.0
1666162091631,1424296,'TEMPERATURE',20.86
1666162091632,1424297,'HUMIDITY',57.35
1666162091633,1424306,'LIGHT',932.49
1666162091633,1424312,'CO2',1682.0
1666162097674,1430436,'TEMPERATURE',20.86
1666162097677,1430437,'HUMIDITY',57.35
1666162097678,1430446,'LIGHT',931.66
1666162097679,1430453,'CO2',1686.0
1666162103822,1436577,'TEMPERATURE',20.86
1666162103864,1436578,'HUMIDITY',57.35
1666162103913,1436587,'LIGHT',932.49
1666162103915,1436592,'CO2',1685.0
1666162110008,1442717,'TEMPERATURE',20.86
1666162110105,1442718,'HUMIDITY',57.35
1666162110107,1442727,'LIGHT',931.66
1666162110108,1442732,'CO2',1684.0
1666162116101,1448857,'TEMPERATURE',20.86
1666162116102,1448858,'HUMIDITY',57.35
1666162116152,1448867,'LIGHT',932.49
1666162116154,1448874,'CO2',1684.0
1666162122314,1454998,'TEMPERATURE',20.86
1666162122315,1454999,'HUMIDITY',57.35
1666162122315,1455008,'LIGHT',932.49
1666162122316,1455015,'CO2',1684.0
1666162128436,1461139,'TEMPERATURE',20.86
1666162128484,1461140,'HUMIDITY',57.35
1666162128532,1461148,'LIGHT',932.49
1666162128533,1461155,'CO2',1684.0
1666162134529,1467280,'TEMPERATURE',20.86
1666162134530,1467281,'HUMIDITY',57.35
1666162134675,1467289,'LIGHT',934.16
1666162134677,1467296,'CO2',1666.0
1666162140673,1473421,'TEMPERATURE',20.86
1666162140676,1473422,'HUMIDITY',57.35
1666162140678,1473431,'LIGHT',932.49
1666162140679,1473437,'CO2',1660.0
1666162146813,1479561,'TEMPERATURE',20.86
1666162146814,1479562,'HUMIDITY',57.35
1666162146815,1479569,'LIGHT',932.49
1666162146816,1479576,'CO2',1663.0
1666162152908,1485700,'TEMPERATURE',20.86
1666162152909,1485701,'HUMIDITY',57.35
1666162152911,1485709,'LIGHT',932.49
1666162152960,1485718,'CO2',1665.0
1666162159050,1491842,'TEMPERATURE',20.86
1666162159051,1491843,'HUMIDITY',57.35
1666162159053,1491851,'LIGHT',932.49
1666162159099,1491860,'CO2',1664.0
1666162165241,1497984,'TEMPERATURE',20.86
1666162165242,1497985,'HUMIDITY',57.35
1666162165244,1497993,'LIGHT',932.49
1666162165244,1497999,'CO2',1664.0
1666162171336,1504123,'TEMPERATURE',20.86
1666162171338,1504124,'HUMIDITY',57.35
1666162171434,1504133,'LIGHT',931.66
1666162171483,1504138,'CO2',1662.0
1666162177478,1510263,'TEMPERATURE',20.86
1666162177527,1510264,'HUMIDITY',57.35
1666162177529,1510272,'LIGHT',934.16
1666162177671,1510279,'CO2',1662.0
1666162183619,1516404,'TEMPERATURE',20.86
1666162183620,1516405,'HUMIDITY',57.35
1666162183621,1516414,'LIGHT',930.83
1666162183623,1516419,'CO2',1663.0
1666162189860,1522544,'TEMPERATURE',20.86
1666162189919,1522545,'HUMIDITY',57.35
1666162189920,1522554,'LIGHT',931.66
1666162190006,1522560,'CO2',1663.0
1666162195909,1528684,'TEMPERATURE',20.86
1666162195910,1528685,'HUMIDITY',57.35
1666162195911,1528694,'LIGHT',932.49
1666162195912,1528699,'CO2',1662.0
1666162202047,1534824,'TEMPERATURE',20.86
1666162202095,1534825,'HUMIDITY',57.35
1666162202096,1534834,'LIGHT',932.49
1666162202097,1534841,'CO2',1660.0
1666162208190,1540966,'TEMPERATURE',20.86
1666162208191,1540967,'HUMIDITY',57.35
1666162208192,1540976,'LIGHT',932.49
1666162208192,1540983,'CO2',1657.0
1666162214340,1547108,'TEMPERATURE',20.86
1666162214341,1547109,'HUMIDITY',57.35
1666162214342,1547118,'LIGHT',932.49
1666162214343,1547125,'CO2',1649.0
1666162220474,1553250,'TEMPERATURE',20.86
1666162220476,1553251,'HUMIDITY',57.35
1666162220524,1553260,'LIGHT',933.33
1666162220525,1553267,'CO2',1650.0
1666162226617,1559392,'TEMPERATURE',20.86
1666162226667,1559393,'HUMIDITY',57.35
1666162226668,1559402,'LIGHT',932.49
1666162226715,1559409,'CO2',1661.0
1666162232808,1565534,'TEMPERATURE',20.86
1666162232857,1565535,'HUMIDITY',57.35
1666162232860,1565544,'LIGHT',932.49
1666162232979,1565551,'CO2',1661.0
1666162238910,1571676,'TEMPERATURE',20.86
1666162238911,1571677,'HUMIDITY',57.35
1666162238999,1571686,'LIGHT',932.49
1666162239058,1571693,'CO2',1659.0
1666162245045,1577818,'TEMPERATURE',20.86
1666162245046,1577819,'HUMIDITY',57.35
1666162245047,1577828,'LIGHT',934.16
1666162245048,1577835,'CO2',1667.0
1666162251187,1583960,'TEMPERATURE',20.86
1666162251235,1583961,'HUMIDITY',57.35
1666162251236,1583970,'LIGHT',932.49
1666162251284,1583977,'CO2',1674.0
1666162257377,1590102,'TEMPERATURE',20.86
1666162257426,1590103,'HUMIDITY',57.35
1666162257525,1590112,'LIGHT',932.49
1666162257526,1590119,'CO2',1681.0
1666162263493,1596243,'TEMPERATURE',20.86
1666162263494,1596244,'HUMIDITY',57.35
1666162263496,1596253,'LIGHT',932.49
1666162263497,1596258,'CO2',1682.0
1666162269617,1602383,'TEMPERATURE',20.86
1666162269619,1602384,'HUMIDITY',57.35
1666162269761,1602391,'LIGHT',934.99
1666162269809,1602398,'CO2',1681.0
1666162275756,1608523,'TEMPERATURE',20.86
1666162275805,1608524,'HUMIDITY',57.35
1666162275807,1608533,'LIGHT',932.49
1666162275854,1608540,'CO2',1679.0
1666162281948,1614665,'TEMPERATURE',20.86
1666162281997,1614666,'HUMIDITY',57.35
1666162281998,1614675,'LIGHT',932.49
1666162282058,1614682,'CO2',1679.0
1666162288042,1620807,'TEMPERATURE',20.86
1666162288044,1620808,'HUMIDITY',57.35
1666162288045,1620817,'LIGHT',934.16
1666162288046,1620824,'CO2',1678.0
1666162294184,1626949,'TEMPERATURE',20.86
1666162294185,1626950,'HUMIDITY',57.35
1666162294186,1626959,'LIGHT',932.49
1666162294187,1626966,'CO2',1679.0
1666162300327,1633091,'TEMPERATURE',20.86
1666162300425,1633092,'HUMIDITY',57.35
1666162300428,1633101,'LIGHT',931.66
1666162300429,1633108,'CO2',1679.0
1666162306519,1639233,'TEMPERATURE',20.86
1666162306569,1639234,'HUMIDITY',57.35
1666162306571,1639243,'LIGHT',931.66
1666162306761,1639250,'CO2',1680.0
1666162312660,1645375,'TEMPERATURE',20.86
1666162312708,1645376,'HUMIDITY',57.35
1666162312758,1645385,'LIGHT',934.16
1666162312759,1645392,'CO2',1680.0
1666162318851,1651517,'TEMPERATURE',20.86
1666162318852,1651518,'HUMIDITY',57.35
1666162318853,1651527,'LIGHT',931.66
1666162318854,1651534,'CO2',1676.0
1666162324895,1657659,'TEMPERATURE',20.86
1666162324897,1657660,'HUMIDITY',57.35
1666162324993,1657669,'LIGHT',931.66
1666162324995,1657676,'CO2',1676.0
1666162331136,1663801,'TEMPERATURE',20.86
1666162331138,1663802,'HUMIDITY',57.35
1666162331139,1663811,'LIGHT',933.33
1666162331141,1663818,'CO2',1677.0
1666162337187,1669943,'TEMPERATURE',20.86
1666162337188,1669944,'HUMIDITY',57.35
1666162337188,1669953,'LIGHT',932.49
1666162337231,1669960,'CO2',1680.0
1666162343471,1676085,'TEMPERATURE',20.86
1666162343472,1676086,'HUMIDITY',57.35
1666162343473,1676095,'LIGHT',931.66
1666162343474,1676102,'CO2',1684.0
1666162349618,1682227,'TEMPERATURE',20.86
1666162349620,1682228,'HUMIDITY',57.35
1666162349621,1682237,'LIGHT',931.66
1666162349622,1682244,'CO2',1683.0
1666162355609,1688369,'TEMPERATURE',20.86
1666162355707,1688370,'HUMIDITY',57.35
1666162355708,1688379,'LIGHT',932.49
1666162355710,1688386,'CO2',1683.0
1666162361822,1694510,'TEMPERATURE',20.86
1666162361849,1694511,'HUMIDITY',57.35
1666162361851,1694520,'LIGHT',933.33
1666162361994,1694527,'CO2',1682.0
1666162367941,1700652,'TEMPERATURE',20.86
1666162367991,1700653,'HUMIDITY',57.35
1666162367992,1700662,'LIGHT',932.49
1666162368039,1700669,'CO2',1684.0
1666162374133,1706794,'TEMPERATURE',20.86
1666162374135,1706795,'HUMIDITY',57.35
1666162374136,1706804,'LIGHT',933.33
1666162374137,1706811,'CO2',1685.0
1666162380181,1712936,'TEMPERATURE',20.86
1666162380182,1712937,'HUMIDITY',57.35
1666162380277,1712946,'LIGHT',934.99
1666162380280,1712953,'CO2',1685.0
1666162386323,1719078,'TEMPERATURE',20.86
1666162386324,1719079,'HUMIDITY',57.35
1666162386325,1719088,'LIGHT',933.33
1666162386327,1719095,'CO2',1683.0
1666162392465,1725220,'TEMPERATURE',20.86
1666162392516,1725221,'HUMIDITY',57.35
1666162392562,1725230,'LIGHT',932.49
1666162392564,1725237,'CO2',1683.0
1666162398657,1731362,'TEMPERATURE',20.86
1666162398658,1731363,'HUMIDITY',57.35
1666162398659,1731372,'LIGHT',932.49
1666162398662,1731379,'CO2',1682.0
1666162404845,1737516,'TEMPERATURE',21.06
1666162404894,1737517,'HUMIDITY',56.29
1666162404895,1737526,'LIGHT',932.49
1666162404896,1737533,'CO2',1680.0
1666162410891,1743670,'TEMPERATURE',21.09
1666162410893,1743671,'HUMIDITY',56.26
1666162410894,1743680,'LIGHT',932.49
1666162410895,1743685,'CO2',1677.0
1666162417035,1749822,'TEMPERATURE',21.07
1666162417082,1749823,'HUMIDITY',56.24
1666162417083,1749831,'LIGHT',931.66
1666162417228,1749838,'CO2',1675.0
1666162423179,1755975,'TEMPERATURE',21.08
1666162423228,1755976,'HUMIDITY',56.24
1666162423273,1755983,'LIGHT',934.16
1666162423274,1755991,'CO2',1676.0
1666162429366,1762127,'TEMPERATURE',21.08
1666162429368,1762128,'HUMIDITY',56.2
1666162429369,1762137,'LIGHT',933.33
1666162429370,1762144,'CO2',1676.0
1666162435509,1768281,'TEMPERATURE',21.07
1666162435511,1768282,'HUMIDITY',56.19
1666162435512,1768291,'LIGHT',931.66
1666162435515,1768298,'CO2',1669.0
1666162441652,1774435,'TEMPERATURE',21.11
1666162441654,1774436,'HUMIDITY',56.2
1666162441656,1774443,'LIGHT',933.33
1666162441749,1774450,'CO2',1668.0
1666162447806,1780587,'TEMPERATURE',21.11
1666162447807,1780588,'HUMIDITY',56.15
1666162447809,1780596,'LIGHT',931.66
1666162447891,1780605,'CO2',1667.0
1666162453987,1786742,'TEMPERATURE',21.09
1666162453989,1786743,'HUMIDITY',56.16
1666162454208,1786752,'LIGHT',932.49
1666162454208,1786759,'CO2',1667.0
1666162460128,1792896,'TEMPERATURE',21.09
1666162460129,1792897,'HUMIDITY',56.16
1666162460130,1792906,'LIGHT',934.16
1666162460130,1792911,'CO2',1670.0
1666162466270,1799048,'TEMPERATURE',21.08
1666162466320,1799049,'HUMIDITY',56.09
1666162466322,1799058,'LIGHT',931.66
1666162466367,1799063,'CO2',1669.0
1666162472464,1805200,'TEMPERATURE',21.08
1666162472511,1805201,'HUMIDITY',56.15
1666162472512,1805209,'LIGHT',931.66
1666162472656,1805215,'CO2',1668.0
1666162478555,1811351,'TEMPERATURE',21.08
1666162478557,1811352,'HUMIDITY',56.13
1666162478604,1811359,'LIGHT',933.33
1666162478605,1811369,'CO2',1662.0
1666162484796,1817505,'TEMPERATURE',21.09
1666162484894,1817506,'HUMIDITY',56.05
1666162484896,1817515,'LIGHT',938.33
1666162484941,1817520,'CO2',1663.0
1666162490986,1823657,'TEMPERATURE',21.12
1666162491044,1823658,'HUMIDITY',56.1
1666162491045,1823667,'LIGHT',932.49
1666162491046,1823674,'CO2',1660.0
1666162497030,1829810,'TEMPERATURE',21.11
1666162497031,1829811,'HUMIDITY',56.05
1666162497032,1829818,'LIGHT',933.33
1666162497033,1829825,'CO2',1670.0
1666162503174,1835962,'TEMPERATURE',21.12
1666162503223,1835963,'HUMIDITY',56.1
1666162503225,1835970,'LIGHT',931.66
1666162503226,1835976,'CO2',1682.0
1666162509317,1842113,'TEMPERATURE',21.11
1666162509366,1842114,'HUMIDITY',56.08
1666162509367,1842121,'LIGHT',932.49
1666162509510,1842128,'CO2',1689.0
1666162515506,1848265,'TEMPERATURE',21.11
1666162515556,1848266,'HUMIDITY',56.03
1666162515606,1848275,'LIGHT',932.49
1666162515608,1848282,'CO2',1688.0
1666162521655,1854419,'TEMPERATURE',21.12
1666162521699,1854420,'HUMIDITY',56.03
1666162521700,1854429,'LIGHT',933.33
1666162521701,1854436,'CO2',1690.0
1666162527793,1860573,'TEMPERATURE',21.11
1666162527794,1860574,'HUMIDITY',56.0
1666162527795,1860583,'LIGHT',933.33
1666162527796,1860590,'CO2',1689.0
1666162533934,1866727,'TEMPERATURE',21.09
1666162533935,1866728,'HUMIDITY',56.0
1666162534032,1866736,'LIGHT',933.33
1666162534033,1866744,'CO2',1689.0
1666162540224,1872880,'TEMPERATURE',21.09
1666162540226,1872881,'HUMIDITY',56.0
1666162540227,1872890,'LIGHT',933.33
1666162540228,1872897,'CO2',1689.0
1666162546268,1879033,'TEMPERATURE',21.11
1666162546270,1879034,'HUMIDITY',56.0
1666162546369,1879043,'LIGHT',935.83
1666162546370,1879048,'CO2',1690.0
1666162552415,1885185,'TEMPERATURE',21.12
1666162552416,1885186,'HUMIDITY',56.03
1666162552416,1885193,'LIGHT',933.33
1666162552417,1885200,'CO2',1689.0
1666162558602,1891337,'TEMPERATURE',21.12
1666162558603,1891338,'HUMIDITY',55.99
1666162558747,1891345,'LIGHT',933.33
1666162558797,1891352,'CO2',1689.0
1666162564696,1897488,'TEMPERATURE',21.13
1666162564697,1897489,'HUMIDITY',55.99
1666162564698,1897496,'LIGHT',933.33
1666162564744,1897505,'CO2',1688.0
1666162570887,1903641,'TEMPERATURE',21.12
1666162570945,1903642,'HUMIDITY',55.9
1666162570946,1903650,'LIGHT',933.33
1666162571082,1903657,'CO2',1692.0
1666162577078,1909794,'TEMPERATURE',21.12
1666162577128,1909795,'HUMIDITY',55.97
1666162577130,1909804,'LIGHT',933.33
1666162577225,1909811,'CO2',1691.0
1666162583227,1915948,'TEMPERATURE',21.12
1666162583271,1915949,'HUMIDITY',55.95
1666162583319,1915958,'LIGHT',933.33
1666162583320,1915965,'CO2',1693.0
1666162589314,1922102,'TEMPERATURE',21.12
1666162589315,1922103,'HUMIDITY',55.95
1666162589413,1922110,'LIGHT',935.83
1666162589461,1922116,'CO2',1693.0
1666162595459,1928253,'TEMPERATURE',21.12
1666162595462,1928254,'HUMIDITY',55.9
1666162595612,1928261,'LIGHT',933.33
1666162595652,1928270,'CO2',1692.0
1666162601648,1934407,'TEMPERATURE',21.12
1666162601650,1934408,'HUMIDITY',55.92
1666162601747,1934417,'LIGHT',933.33
1666162601794,1934424,'CO2',1691.0
1666162607792,1940560,'TEMPERATURE',21.11
1666162607793,1940561,'HUMIDITY',55.9
1666162607794,1940570,'LIGHT',935.83
1666162607795,1940577,'CO2',1688.0
1666162613933,1946714,'TEMPERATURE',21.12
1666162613982,1946715,'HUMIDITY',55.9
1666162613983,1946724,'LIGHT',934.16
1666162614084,1946730,'CO2',1689.0
1666162620136,1952867,'TEMPERATURE',21.15
1666162620137,1952868,'HUMIDITY',55.9
1666162620137,1952876,'LIGHT',933.33
1666162620172,1952884,'CO2',1681.0
1666162626270,1959021,'TEMPERATURE',21.13
1666162626315,1959022,'HUMIDITY',55.87
1666162626317,1959031,'LIGHT',935.83
1666162626412,1959038,'CO2',1681.0
